estado,estado_nome,profissao,grupo_ocupacional,escolaridade_dummy,escolaridade_label,salario_brl,media_nacional_grupo_brl_2024,rendimento_uf_2025_brl
BA,Bahia,Artesão,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Auxiliar de eletricista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Auxiliar de encanador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Auxiliar de mecânico,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Azulejista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Borracheiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Carpinteiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Eletricista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Encanador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Funileiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Gesseiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Instalador de ar-condicionado,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Lubrificador automotivo,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Marceneiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Mecânico,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Montador de móveis,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Pedreiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Pintor,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Sapateiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Serralheiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Soldador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Tapeceiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Vidraceiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,1499.79,2371.0,1465.0
BA,Bahia,Técnico de manutenção,Técnicos e profissionais de nível médio,0,Nao superior,2623.84,4148.0,1465.0
BA,Bahia,Técnico em informática,Técnicos e profissionais de nível médio,0,Nao superior,2623.84,4148.0,1465.0
BA,Bahia,Administrador,Diretores e gerentes,1,Superior,5516.52,8721.0,1465.0
BA,Bahia,Analista financeiro,Diretores e gerentes,1,Superior,5516.52,8721.0,1465.0
BA,Bahia,Consultor empresarial,Diretores e gerentes,1,Superior,5516.52,8721.0,1465.0
BA,Bahia,Controller,Diretores e gerentes,1,Superior,5516.52,8721.0,1465.0
BA,Bahia,Diretor de arte,Diretores e gerentes,1,Superior,5516.52,8721.0,1465.0
BA,Bahia,Oficial das forças armadas,"Membros das forças armadas, policiais e bombeiros militares",1,Superior,4269.12,6749.0,1465.0
BA,Bahia,Advogado,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Analista de dados,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Analista de sistemas,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Anestesista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Antropólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Arqueólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Arquiteto,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Arquivista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Assistente social,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Astrônomo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Atuário,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Auditor fiscal,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Bibliotecário,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Biomédico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Biólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cardiologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cientista da computação,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cientista de dados,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cientista político,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cirurgião geral,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Cirurgião-dentista bucomaxilofacial,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Contador,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Corretor de imóveis especializado em avaliação pericial,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Defensor público,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Delegado,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Dentista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Dermatologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Desenvolvedor de software,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Designer de interiores,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Designer de produto,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Designer gráfico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Diplomata,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Economista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Enfermeiro,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro aeroespacial,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro agrônomo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro ambiental,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro biomédico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro cartógrafo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro civil,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro de alimentos,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro de materiais,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro de petróleo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro de produção,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro de software,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro elétrico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro florestal,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro mecânico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Engenheiro químico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Epidemiologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Especialista em cibersegurança,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Estatístico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Farmacêutico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Fisioterapeuta,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Fonoaudiólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Físico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Geógrafo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Geólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Ginecologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Historiador,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Jornalista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Juiz,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Matemático,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Meteorologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Museólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Médico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Médico veterinário sanitarista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Neurologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Nutricionista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Obstetra,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Oceanógrafo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Odontopediatra,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Ortodontista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Pedagogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Pediatra,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Perito contábil,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Produtor audiovisual,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Professor de educação física,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Professor universitário,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Profissional de relações internacionais,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Promotor de justiça,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Psicólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Psiquiatra,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Publicitário,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Químico,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Radiologista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Relações públicas,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Sanitarista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Sociólogo,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Terapeuta ocupacional,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Tradutor,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Urbanista,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Veterinário,Profissionais das ciências e intelectuais,1,Superior,4148.3,6558.0,1465.0
BA,Bahia,Secretário executivo,Técnicos e profissionais de nível médio,1,Superior,2623.84,4148.0,1465.0
CE,Ceará,Agente de portaria,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Ajudante de carga e descarga,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Auxiliar de lavanderia,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Auxiliar de limpeza,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Camareira,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Embalador,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Jardineiro,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Lavador de carros,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Porteiro,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Servente de obras,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Zelador,Ocupações elementares,0,Nao superior,872.65,1454.0,1390.0
CE,Ceará,Auxiliar de produção,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Motorista,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Motorista de caminhão,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Motorista de ônibus,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Operador de colheitadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Operador de empilhadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Operador de máquina,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Operador de máquinas agrícolas,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Operador logístico,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Tratorista,Operadores de instalações e máquinas e montadores,0,Nao superior,1594.66,2657.0,1390.0
CE,Ceará,Auxiliar administrativo,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Auxiliar de almoxarifado,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Auxiliar de escritório,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Conferente,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Despachante de mercadorias,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Estoquista,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Mensageiro,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Monitor escolar,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Recepcionista,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Repositor,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Separador de pedidos,Trabalhadores de apoio administrativo,0,Nao superior,1474.62,2457.0,1390.0
CE,Ceará,Assistente de vendas,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,1436.21,2393.0,1390.0
CE,Ceará,Atendente de loja,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,1436.21,2393.0,1390.0
CE,Ceará,Auxiliar de cozinha,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,1436.21,2393.0,1390.0
CE,Ceará,Auxiliar de padaria,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,1436.21,2393.0,1390.0
